team__displayName,team__abbrName,team__logoId,team__logo,player__position,player__rosterId,player__fullName,player__yearsPro,player__injuryLength,player__portraitId,player__jerseyNum,gamesPlayed,fantasy_points,rushTotalAtt,rushTotalBrokenTackles,rushTotalFum,rushTotalLongest,rushTotalTDs,rushTotal20PlusYds,rushTotalYdsAfterContact,rushTotalYds,rushAvgYdsAfterContact,rushAvgYdsPerAtt,rushAvgYdsPerGame
Jaguars,JAX,16,,WR,553388606,Brian Thomas Jr,2,0,10263,7,2,18.20,0,2,0,0,0,0,0,0,0.00,0.00,0.00
Jaguars,JAX,16,,TE,553388528,Brenton Strange,3,0,2415,85,3,23.60,0,5,0,0,0,0,0,0,0.00,0.00,0.00
Jaguars,JAX,16,,WR,553387367,Quentin Johnston,3,0,2241,87,4,26.40,0,3,1,0,0,0,0,0,0.00,0.00,0.00
Jaguars,JAX,16,,HB,553386198,Tank Bigsby,3,0,2539,4,14,22.00,54,10,0,16,1,0,66,187,4.71,3.46,12.47
Jaguars,JAX,16,,WR,553386817,Zay Flowers,3,0,2140,10,5,68.90,0,6,0,0,0,0,0,0,0.00,0.00,0.00
Jaguars,JAX,16,,WR,553386314,Dyami Brown,5,0,1349,89,1,14.80,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Jaguars,JAX,16,,HB,553386749,Travis Etienne Jr,5,0,1365,1,7,27.70,24,5,0,20,4,1,30,91,4.29,3.79,7.00
Jaguars,JAX,16,,QB,553387544,Trevor Lawrence,5,0,1372,16,14,43.40,52,2,5,28,5,3,39,234,2.79,4.50,15.60
Jaguars,JAX,16,,TE,553387183,Austin Hooper,10,0,8057,81,2,6.80,1,2,0,3,1,0,3,3,1.50,3.00,0.20
Jets,NYJ,17,,HB,553387406,Mike Swain,0,0,3869,31,4,-2.00,0,3,1,0,0,0,0,0,0.00,0.00,0.00
Jets,NYJ,17,,WR,553388376,Tom Beckham,0,0,3370,15,4,62.50,1,4,1,17,0,0,7,17,1.75,17.00,1.13
Jets,NYJ,17,,TE,553388583,Mason Taylor,1,0,10750,85,3,123.50,0,7,0,0,0,0,0,0,0.00,0.00,0.00
Jets,NYJ,17,,WR,553389095,Myles Price,1,0,11015,87,1,0.00,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Jets,NYJ,17,,HB,553386028,Braelon Allen,2,0,9996,0,6,28.00,20,6,0,15,3,0,19,74,3.17,3.70,5.29
Jets,NYJ,17,,HB,553387002,Breece Hall,4,0,1747,20,15,134.30,195,29,3,74,6,3,223,1081,14.87,5.54,72.07
Jets,NYJ,17,,WR,553388921,Garrett Wilson,4,0,2040,5,1,19.50,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Jets,NYJ,17,,TE,553386683,Greg Dulcich,4,0,1550,81,3,23.20,1,2,0,0,0,0,0,-1,0.00,-1.00,-0.08
Jets,NYJ,17,,QB,553386800,Justin Fields,5,0,1366,7,2,3.70,8,0,0,11,0,0,3,37,1.50,4.62,6.17
Jets,NYJ,17,,TE,553386340,Harrison Bryant,6,0,193,88,2,39.50,0,3,0,0,0,0,0,0,0.00,0.00,0.00
Jets,NYJ,17,,QB,553387689,Baker Mayfield,8,0,8982,6,10,23.00,39,0,2,25,1,1,23,210,2.30,5.38,15.00
Jets,NYJ,17,,WR,553387510,Cooper Kupp,9,1,8626,10,4,82.20,3,5,3,20,0,1,11,41,2.75,13.67,3.15
Lions,DET,18,,WR,553387039,Luke Bragg,0,0,3384,29,2,11.40,0,2,0,0,0,0,0,0,0.00,0.00,0.00
Lions,DET,18,,HB,553388960,Nick Nava,0,0,10326,26,11,66.90,166,25,2,80,8,10,207,1004,18.82,6.05,66.93
Lions,DET,18,,WR,553388602,Isaac TeSlaa,1,0,10752,18,1,16.30,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Lions,DET,18,,HB,553386903,Jahmyr Gibbs,3,0,2564,3,4,35.90,51,4,0,26,2,6,84,347,21.00,6.80,43.38
Lions,DET,18,,TE,553388861,Josh Whyle,3,0,2475,81,2,24.80,2,1,0,5,1,0,0,7,0.00,3.50,0.47
Lions,DET,18,,TE,553387532,Sam LaPorta,3,0,2286,87,2,18.80,0,2,0,0,0,0,0,0,0.00,0.00,0.00
Lions,DET,18,,WR,553388885,Jameson Williams,4,0,2033,1,5,46.70,1,4,1,1,0,0,1,1,0.20,1.00,0.07
Lions,DET,18,,QB,553387201,Sam Howell,4,0,1770,14,1,-0.10,1,0,0,0,0,0,0,-1,0.00,-1.00,-0.25
Lions,DET,18,,HB,553387835,David Montgomery,7,0,9577,5,15,45.80,59,13,0,32,3,2,80,265,5.33,4.49,17.67
Lions,DET,18,,WR,553386928,Chris Godwin Jr,9,0,8567,80,2,33.50,0,2,1,0,0,0,0,0,0.00,0.00,0.00
Lions,DET,18,,QB,553386931,Jared Goff,10,0,8021,16,8,-1.40,13,0,1,10,0,0,4,6,0.50,0.46,0.50
Packers,GB,19,,WR,553388102,Mike McMillian,0,0,4184,26,3,-2.00,0,3,1,0,0,0,0,0,0.00,0.00,0.00
Packers,GB,19,,WR,553386932,Matthew Golden,1,0,10562,0,7,62.60,3,6,1,7,0,0,0,9,0.00,3.00,0.60
Packers,GB,19,,FB,553388018,Robbie Ouzts,1,0,10685,40,11,28.80,18,1,1,9,4,0,12,35,1.09,1.94,2.33
Packers,GB,19,,HB,553387109,TreVeyon Henderson,1,0,10584,36,9,53.20,70,10,0,45,4,2,116,258,12.89,3.69,32.27
Packers,GB,19,,QB,553387936,Bo Nix,2,0,10195,10,7,3.10,13,0,0,9,0,0,7,31,1.00,2.38,2.07
Packers,GB,19,,TE,553388526,Cade Stover,2,0,10256,86,3,16.20,0,5,0,0,0,0,0,0,0.00,0.00,0.00
Packers,GB,19,,WR,553388187,Jayden Reed,3,0,2365,11,4,58.20,0,5,0,0,0,0,0,0,0.00,0.00,0.00
Packers,GB,19,,TE,553387501,Tucker Kraft,3,0,2279,85,7,77.90,0,10,1,0,0,0,0,0,0.00,0.00,0.00
Packers,GB,19,,HB,553388853,Rachaad White,4,0,2028,27,6,14.00,33,6,1,11,0,0,19,111,3.17,3.36,18.50
Packers,GB,19,,WR,553386663,Romeo Doubs,4,0,1471,87,2,17.60,0,2,0,0,0,0,0,0,0.00,0.00,0.00
Packers,GB,19,,HB,553386666,Rico Dowdle,6,0,259,5,3,16.50,9,2,0,9,2,0,8,45,2.67,5.00,5.63
Packers,GB,19,,HB,553387286,Josh Jacobs,7,0,9520,8,13,59.60,121,16,1,80,9,10,313,914,24.08,7.55,65.29
Panthers,CAR,20,,WR,553386428,Tommy Ford,0,0,3771,80,2,2.30,0,2,0,0,0,0,0,0,0.00,0.00,0.00
Panthers,CAR,20,,WR,553387760,Tetairoa McMillan,1,0,10657,4,5,62.50,0,6,0,0,0,0,0,0,0.00,0.00,0.00
Panthers,CAR,20,,HB,553386750,Trevor Etienne,1,0,10545,23,5,-0.10,3,4,1,7,0,0,0,11,0.00,3.67,0.79
Panthers,CAR,20,,TE,553388320,Ja'Tavion Sanders,2,0,10242,0,3,9.90,0,4,0,0,0,0,0,0,0.00,0.00,0.00
Panthers,CAR,20,,HB,553386293,Jonathon Brooks,2,0,10022,24,7,36.10,45,8,1,38,4,2,31,262,4.43,5.82,17.47
Panthers,CAR,20,,WR,553387559,Xavier Legette,2,0,10156,17,6,45.70,3,6,0,6,0,0,1,7,0.17,2.33,0.50
Panthers,CAR,20,,QB,553389004,Bryce Young,3,0,2638,9,8,-0.50,15,0,3,13,0,0,9,55,1.13,3.67,3.67
Panthers,CAR,20,,HB,553387203,Chuba Hubbard,5,0,1234,30,15,84.10,244,49,5,64,15,14,458,1670,30.53,6.84,111.33
Panthers,CAR,20,,TE,553388682,Tommy Tremble,5,0,1376,82,5,10.70,5,0,0,11,1,0,9,24,1.80,4.80,1.60
Panthers,CAR,20,,TE,553386741,Evan Engram,9,0,8545,1,3,18.50,0,4,0,0,0,0,0,0,0.00,0.00,0.00
Panthers,CAR,20,,WR,553388464,JuJu Smith-Schuster,9,0,8729,83,3,32.20,0,4,0,0,0,0,0,0,0.00,0.00,0.00
Patriots,NE,21,,HB,553387956,Cam Francois,0,0,3410,32,1,-0.10,1,0,0,0,0,0,0,-1,0.00,-1.00,-0.50
Patriots,NE,21,,WR,553388010,Charles Stearn,0,0,3881,5,4,109.80,0,4,0,0,0,0,0,0,0.00,0.00,0.00
Patriots,NE,21,,HB,553388815,Jahlil Howard,0,0,3937,24,15,95.10,183,32,0,74,10,5,214,887,14.27,4.85,59.13
Patriots,NE,21,,HB,553387109,TreVeyon Henderson,1,0,10584,36,4,17.70,35,6,0,26,1,3,54,181,13.50,5.17,45.25
Patriots,NE,21,,QB,553387686,Drake Maye,2,0,10165,10,13,12.60,24,0,1,14,1,0,4,86,0.31,3.58,5.73
Patriots,NE,21,,WR,553386664,DeMario Douglas,3,0,3083,3,4,24.40,4,1,1,4,0,0,1,-5,0.25,-1.25,-0.33
Patriots,NE,21,,TE,553387581,Isaiah Likely,4,0,1807,80,2,10.90,0,2,0,0,0,0,0,0,0.00,0.00,0.00
Patriots,NE,21,,WR,553388713,KaVontae Turpin,5,0,10451,9,4,-2.00,0,4,1,0,0,0,0,0,0.00,0.00,0.00
Patriots,NE,21,,HB,553386904,Antonio Gibson,6,0,297,4,7,11.90,43,6,1,11,2,0,45,121,6.43,2.81,8.07
Patriots,NE,21,,TE,553387117,Hunter Henry,10,0,8046,85,1,12.80,0,0,1,0,0,0,0,0,0.00,0.00,0.00
Patriots,NE,21,,WR,553386642,Stefon Diggs,11,0,7085,8,5,33.70,2,4,0,3,0,0,1,5,0.20,2.50,0.36
Raiders,LV,22,,HB,553387300,Ashton Jeanty,1,0,10611,2,15,126.10,200,48,2,75,28,12,556,1258,37.07,6.29,83.52
Raiders,LV,22,,WR,553388638,Dont'e Thornton Jr.,1,0,10754,10,3,64.30,0,4,0,0,0,0,0,0,0.00,0.00,0.00
Raiders,LV,22,,WR,553386164,Jack Bech,1,0,10872,18,3,15.20,0,3,1,0,0,0,0,0,0.00,0.00,0.00
Raiders,LV,22,,TE,553386425,Nick Kallerup,1,0,0,80,1,4.10,0,0,1,0,0,0,0,0,0.00,0.00,0.00
Raiders,LV,22,,TE,553386247,Brock Bowers,2,0,10018,89,6,63.20,5,8,1,11,0,0,12,18,2.00,3.60,1.29
Raiders,LV,22,,HB,553388495,Carson Steele,2,0,10967,34,5,20.80,15,2,0,11,2,0,7,71,1.40,4.73,3.91
Raiders,LV,22,,QB,553387808,Joe Milton III,2,0,10180,1,8,2.40,11,0,2,15,0,0,4,64,0.50,5.82,3.78
Raiders,LV,22,,HB,553387822,Keaton Mitchell,3,0,4736,21,4,1.80,1,4,0,18,0,0,6,18,1.50,18.00,1.64
Raiders,LV,22,,TE,553387688,Michael Mayer,3,5,2299,87,1,0.20,1,1,0,2,0,0,3,2,3.00,2.00,0.18
Raiders,LV,22,,WR,553388693,Tre Tucker,3,0,2436,4,1,3.70,0,2,1,0,0,0,0,0,0.00,0.00,0.00
Raiders,LV,22,,WR,553388096,George Pickens,4,0,1888,3,2,33.20,0,1,2,0,0,0,0,0,0.00,0.00,0.00
Raiders,LV,22,,TE,553386930,Dallas Goedert,8,0,8901,82,1,2.10,1,1,0,2,0,0,1,2,1.00,2.00,0.14
Raiders,LV,22,,QB,553388437,Geno Smith,13,0,6078,7,2,-0.90,9,0,0,0,0,0,0,-9,0.00,-1.00,-3.00
Rams,LAR,23,,WR,553387766,Clifton Barwin,0,0,10323,14,5,0.00,0,5,0,0,0,0,0,0,0.00,0.00,0.00
Rams,LAR,23,,QB,553386358,Dillon Overton,0,0,3970,10,9,-3.50,15,0,2,15,0,0,0,5,0.00,0.33,0.33
Rams,LAR,23,,HB,553388312,Dylan Sampson,1,0,10716,25,16,123.90,227,30,2,70,9,9,337,1295,21.06,5.70,82.57
Rams,LAR,23,,HB,553387224,Jarquez Hunter,1,0,10598,27,3,3.80,3,2,0,2,0,0,4,0,1.33,0.00,0.00
Rams,LAR,23,,TE,553386796,Terrance Ferguson,1,0,10552,18,7,56.50,0,10,1,0,0,0,0,0,0.00,0.00,0.00
Rams,LAR,23,,WR,553387907,Puka Nacua,3,0,4785,12,5,89.00,1,4,0,5,0,0,0,5,0.00,5.00,0.32
Rams,LAR,23,,WR,553386620,Tank Dell,3,0,2090,13,4,36.10,1,3,0,0,0,0,0,-5,0.00,-5.00,-0.31
Rams,LAR,23,,HB,553388241,Brian Robinson Jr,4,0,1918,24,7,10.50,26,1,0,26,2,1,43,146,6.14,5.62,14.32
Rams,LAR,23,,TE,553386178,Daniel Bellinger,4,0,1168,82,3,13.20,0,5,0,0,0,0,0,0,0.00,0.00,0.00
Rams,LAR,23,,HB,553388893,Kyren Williams,4,0,2036,30,4,8.60,19,1,1,19,1,0,14,103,3.50,5.42,20.60
Rams,LAR,23,,WR,553387480,Christian Kirk,8,0,8963,85,5,59.20,0,6,0,0,0,0,0,0,0.00,0.00,0.00
Rams,LAR,23,,FB,553388208,Patrick Ricard,9,0,9274,44,1,6.10,1,0,0,1,1,0,0,1,0.00,1.00,0.07
Ravens,BAL,24,,QB,553386006,Lance Strong,0,0,3370,18,7,3.80,7,1,2,8,1,0,3,18,0.43,2.57,1.64
Ravens,BAL,24,,WR,553387188,Jimmy Horn Jr,1,0,10592,15,1,8.80,0,2,0,0,0,0,0,0,0.00,0.00,0.00
Ravens,BAL,24,,WR,553388841,Lajohntay Wester,1,0,10777,83,4,15.80,2,4,0,10,1,0,12,15,3.00,7.50,1.25
Ravens,BAL,24,,QB,553388322,Shedeur Sanders,1,0,10718,12,4,-2.30,5,0,2,9,0,0,1,17,0.25,3.40,2.00
Ravens,BAL,24,,HB,553386024,Rasheen Ali,2,0,9995,26,1,0.50,2,0,0,3,0,0,0,5,0.00,2.50,1.00
Ravens,BAL,24,,TE,553387469,Dalton Kincaid,3,0,2277,85,5,90.40,0,5,0,0,0,0,0,0,0.00,0.00,0.00
Ravens,BAL,24,,WR,553386817,Zay Flowers,3,0,2140,10,2,39.40,0,3,0,0,0,0,0,0,0.00,0.00,0.00
Ravens,BAL,24,,HB,553388100,Dameon Pierce,4,0,1891,31,3,10.10,20,1,0,9,2,0,6,73,2.00,3.65,9.13
Ravens,BAL,24,,HB,553388853,Rachaad White,4,0,2028,27,14,39.10,65,11,3,29,1,2,82,292,5.86,4.49,19.47
Ravens,BAL,24,,FB,553388132,Adam Prentice,5,0,1016,46,3,3.00,3,0,1,2,0,0,3,6,1.00,2.00,0.40
Ravens,BAL,24,,WR,553386314,Dyami Brown,5,0,1349,89,2,14.80,1,0,1,0,0,0,0,-3,0.00,-3.00,-0.27
Ravens,BAL,24,,WR,553386151,Rashod Bateman,5,0,1236,7,2,20.70,2,0,0,29,0,1,4,31,2.00,15.50,5.17
Ravens,BAL,24,,WR,553388840,Nick Westbrook-Ikhine,6,0,1539,87,2,9.10,1,1,1,6,0,0,0,6,0.00,6.00,0.75
Ravens,BAL,24,,WR,553387341,Diontae Johnson,7,0,9529,89,2,25.70,0,2,0,0,0,0,0,0,0.00,0.00,0.00
Ravens,BAL,24,,HB,553387148,Justice Hill,7,0,9501,43,3,15.40,6,5,0,56,1,1,54,94,18.00,15.67,9.40
Ravens,BAL,24,,WR,553387035,Mecole Hardman,7,0,9489,6,7,50.80,0,12,0,0,0,0,0,0,0.00,0.00,0.00
Ravens,BAL,24,,TE,553386774,Noah Fant,7,0,9452,86,1,9.90,1,0,0,0,0,0,0,-3,0.00,-3.00,-0.20
Ravens,BAL,24,,QB,553387273,Lamar Jackson,8,0,8940,8,3,22.50,8,4,0,40,2,1,25,105,8.33,13.12,21.00
Ravens,BAL,24,,WR,553388202,Josh Reynolds,9,0,8700,84,1,16.10,0,3,0,0,0,0,0,0,0.00,0.00,0.00
Ravens,BAL,24,,HB,553387116,Derrick Henry,10,0,8045,22,13,63.20,110,26,1,65,3,5,260,556,20.00,5.05,39.71
Saints,NO,26,,QB,553387768,Emmett Newby,0,0,4203,7,14,11.70,35,1,3,11,2,0,7,57,0.50,1.63,3.80
Saints,NO,26,,WR,553387033,Teddy Meyers,0,0,10317,89,1,0.00,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Saints,NO,26,,HB,553387910,Devin Neal,1,0,10676,24,5,12.10,10,4,0,6,0,0,9,22,1.80,2.20,2.00
Saints,NO,26,,HB,553387797,Kendre Miller,3,0,2310,5,7,24.10,35,4,0,29,1,3,52,229,7.43,6.54,15.27
Saints,NO,26,,TE,553387898,Luke Musgrave,3,0,2334,88,7,85.80,0,8,0,0,0,0,0,0,0.00,0.00,0.00
Saints,NO,26,,WR,553388032,Trey Palmer,3,0,2608,17,3,-2.00,0,3,1,0,0,0,0,0,0.00,0.00,0.00
Saints,NO,26,,WR,553387990,Chris Olave,4,0,1870,12,6,55.60,0,7,0,0,0,0,0,0,0.00,0.00,0.00
Saints,NO,26,,TE,553387349,Juwan Johnson,6,0,399,83,3,30.50,0,3,0,0,0,0,0,0,0.00,0.00,0.00
Saints,NO,26,,FB,553386912,Reggie Gilliam,6,0,1432,37,2,8.40,1,2,0,8,0,0,2,8,1.00,8.00,0.53
Saints,NO,26,,WR,553388314,Deebo Samuel Sr,7,0,9618,1,4,20.90,0,4,0,0,0,0,0,0,0.00,0.00,0.00
Saints,NO,26,,WR,553387789,Jakobi Meyers,7,0,9570,80,2,11.90,0,2,0,0,0,0,0,0,0.00,0.00,0.00
Saints,NO,26,,HB,553387437,Alvin Kamara,9,0,8617,41,15,104.20,228,41,4,55,9,10,245,1147,16.33,5.03,76.47
Seahawks,SEA,27,,QB,553386429,Mac Thompson,0,0,10317,17,11,12.00,24,0,1,7,2,0,3,20,0.27,0.83,1.33
Seahawks,SEA,27,,TE,553386080,Elijah Arroyo,1,0,10479,18,4,58.50,0,4,0,0,0,0,0,0,0.00,0.00,0.00
Seahawks,SEA,27,,WR,553387193,Tory Horton,1,0,10594,15,1,17.90,1,0,0,5,0,0,0,5,0.00,5.00,0.33
Seahawks,SEA,27,,TE,553386127,A.J. Barner,2,0,10005,88,1,2.70,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Seahawks,SEA,27,,HB,553388382,Will Shipley,2,0,10244,30,2,3.10,3,2,0,16,0,0,17,31,8.50,10.33,7.75
Seahawks,SEA,27,,WR,553388463,Jaxon Smith-Njigba,3,0,2401,11,5,70.80,3,5,0,8,0,0,0,4,0.00,1.33,0.27
Seahawks,SEA,27,,HB,553386435,Zach Charbonnet,3,0,1919,26,9,38.40,30,4,0,27,2,2,23,163,2.56,5.43,11.64
Seahawks,SEA,27,,HB,553388761,Kenneth Walker III,4,0,2005,9,15,87.80,185,33,0,66,18,6,281,1060,18.73,5.73,70.67
Seahawks,SEA,27,,WR,553388364,Rashid Shaheed,4,0,4928,87,5,128.70,0,6,2,0,0,0,0,0,0.00,0.00,0.00
Seahawks,SEA,27,,TE,553387939,David Njoku,9,0,8674,83,2,29.20,0,2,0,0,0,0,0,0,0.00,0.00,0.00
Steelers,PIT,28,,FB,553389068,Carlos Lopez,0,0,4066,43,5,13.50,7,0,0,15,1,0,6,38,1.20,5.43,2.53
Steelers,PIT,28,,QB,553388429,DeVonte Bullitt,0,0,3358,7,13,52.00,40,2,2,17,7,0,42,140,3.23,3.50,9.33
Steelers,PIT,28,,HB,553387350,Kaleb Johnson,1,0,10612,20,15,89.10,186,40,5,74,10,9,473,1089,31.53,5.85,72.60
Steelers,PIT,28,,QB,553387199,Will Howard,1,0,10595,18,2,2.40,8,0,0,7,0,0,0,24,0.00,3.00,12.00
Steelers,PIT,28,,HB,553388746,Kimani Vidal,2,0,10280,36,2,6.60,21,5,0,7,0,0,4,75,2.00,3.57,10.71
Steelers,PIT,28,,WR,553386088,Calvin Austin,4,0,1150,19,2,6.10,1,2,0,0,0,0,1,-2,0.50,-2.00,-0.13
Steelers,PIT,28,,HB,553388796,Jaylen Warren,4,0,2012,30,15,90.40,55,13,0,73,7,4,80,399,5.33,7.25,26.60
Steelers,PIT,28,,TE,553386856,Pat Freiermuth,5,0,1377,88,5,59.60,0,5,0,0,0,0,0,0,0.00,0.00,0.00
Steelers,PIT,28,,WR,553387849,Rondale Moore,5,0,1264,85,4,38.90,0,5,0,0,0,0,0,0,0.00,0.00,0.00
Steelers,PIT,28,,WR,553387784,D.K. Metcalf,7,0,9569,4,2,19.50,0,3,0,0,0,0,0,0,0.00,0.00,0.00
Steelers,PIT,28,,TE,553388442,Jonnu Smith,9,0,8731,81,4,69.70,0,6,0,0,0,0,0,0,0.00,0.00,0.00
Texans,HOU,31,,HB,553386720,Darien Hunt,0,0,3942,30,5,-0.20,2,4,0,0,0,0,0,-2,0.00,-1.00,-0.13
Texans,HOU,31,,WR,553386150,Jayden Mobley,0,0,3667,29,3,43.40,0,3,0,0,0,0,0,0,0.00,0.00,0.00
Texans,HOU,31,,TE,553388135,Zach Coleman,0,0,4203,13,7,129.80,0,9,0,0,0,0,0,0,0.00,0.00,0.00
Texans,HOU,31,,WR,553387140,Jayden Higgins,1,0,10587,81,7,58.90,4,3,1,8,1,0,2,-10,0.29,-2.50,-0.71
Texans,HOU,31,,WR,553387942,Jaylin Noel,1,0,10680,14,4,39.90,2,5,0,0,0,0,3,-3,0.75,-1.50,-0.20
Texans,HOU,31,,QB,553388538,C.J. Stroud,3,0,2417,7,6,3.50,8,0,1,3,1,0,1,-5,0.17,-0.62,-0.33
Texans,HOU,31,,WR,553386620,Tank Dell,3,0,2090,13,4,38.90,1,3,0,0,0,0,0,-5,0.00,-5.00,-0.63
Texans,HOU,31,,WR,553386488,Nico Collins,5,0,1148,12,6,30.40,4,3,0,11,0,0,7,14,1.17,3.50,1.00
Texans,HOU,31,,HB,553386451,Nick Chubb,8,0,8846,21,7,19.00,33,2,0,13,3,0,25,77,3.57,2.33,5.13
Texans,HOU,31,,HB,553387825,Joe Mixon,9,0,9241,28,14,100.50,175,39,2,76,12,4,412,856,29.43,4.89,57.07
Texans,HOU,31,,TE,553387138,Tyler Higbee,10,0,8050,89,2,7.30,0,3,0,0,0,0,0,0,0.00,0.00,0.00
Titans,TEN,29,,QB,553388785,Cam Ward,1,0,10768,1,11,6.30,17,0,2,11,1,0,2,43,0.18,2.53,2.87
Titans,TEN,29,,WR,553386644,Chimere Dike,1,0,10535,17,6,105.10,4,6,0,9,0,0,3,16,0.50,4.00,1.07
Titans,TEN,29,,TE,553387104,Gunnar Helm,1,0,10582,84,3,16.00,1,5,0,0,0,0,2,0,0.67,0.00,0.00
Titans,TEN,29,,HB,553387878,Kalel Mullings,1,0,10673,31,2,9.20,10,1,0,7,1,0,4,32,2.00,3.20,10.67
Titans,TEN,29,,HB,553388478,Tyjae Spears,3,0,2405,2,3,9.30,16,1,0,9,0,0,2,52,0.67,3.25,4.73
Titans,TEN,29,,TE,553387980,Chigoziem Okonkwo,4,0,1869,85,3,26.70,0,3,0,0,0,0,0,0,0.00,0.00,0.00
Titans,TEN,29,,WR,553388811,Christian Watson,4,0,2013,9,2,32.30,0,2,2,0,0,0,0,0,0.00,0.00,0.00
Titans,TEN,29,,HB,553388893,Kyren Williams,4,0,2036,30,14,94.00,140,25,2,69,11,3,201,713,14.36,5.09,47.53
Titans,TEN,29,,WR,553386318,Marquise Brown,7,0,9402,81,8,50.20,0,9,0,0,0,0,0,0,0.00,0.00,0.00
Titans,TEN,29,,HB,553388118,Tony Pollard,7,0,9600,20,15,144.10,114,23,2,59,12,7,130,665,8.67,5.83,44.33
Vikings,MIN,30,,WR,553386792,Tai Felton,1,0,10551,13,2,8.10,0,2,0,0,0,0,0,0,0.00,0.00,0.00
Vikings,MIN,30,,QB,553387701,J.J. McCarthy,2,0,10167,9,12,17.90,21,0,1,16,2,0,6,79,0.50,3.76,5.27
Vikings,MIN,30,,WR,553387351,Kameron Johnson,2,0,10924,89,1,0.00,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Vikings,MIN,30,,WR,553386000,Jordan Addison,3,0,813,3,3,40.00,3,0,0,7,0,0,1,11,0.33,3.67,0.73
Vikings,MIN,30,,HB,553387665,Jordan Mason,4,0,4679,27,8,42.30,39,3,0,11,3,0,24,119,3.00,3.05,7.93
Vikings,MIN,30,,WR,553387303,Justin Jefferson,6,0,385,18,11,157.50,1,9,2,0,0,0,0,-3,0.00,-3.00,-0.20
Vikings,MIN,30,,FB,553386165,Andrew Beck,7,0,89,47,1,0.00,1,0,0,1,1,0,1,1,1.00,1.00,0.07
Vikings,MIN,30,,TE,553387995,Josh Oliver,7,0,9590,84,1,3.50,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Vikings,MIN,30,,TE,553387162,T.J. Hockenson,7,0,9503,87,2,16.90,0,2,0,0,0,0,0,0,0.00,0.00,0.00
Vikings,MIN,30,,HB,553387377,Aaron Jones Sr,9,0,8609,33,15,102.50,201,29,1,79,11,6,363,1065,24.20,5.30,71.00
